157.59,69.587
178.84,85.836
141.49,59.495
187.88,92.88
131.12,50.115
138.16,59.16
182.71,79.706
164.3,73.297
160.94,70.944
140.74,57.742
155.5,67.502
184.59,91.594
148.72,59.717
195.77,99.765
145.06,56.056
146.51,55.507
199.95,79.947
169.07,77.065
162.28,75.283
133.44,52.436
157.6,69.733
181.9,85.857
141.93,62.91
190.34,96.112
132.83,52.004
139.66,62.999
188.58,86.737
164.25,72.604
160.51,67.226
142.49,55.932
157.81,72.052
184.13,86.948
157.81,67.013
190.29,93.547
142.31,49.65
155.06,65.708
205.56,86.011
175.76,81.515
159.76,72.723
133.82,49.689
160.63,74.148
182.94,90.472
142.96,60.838
194.95,101.23
130.57,49.635
139.67,61.396
187.23,85.233
164.86,72.993
163.48,72.602
132.65,47.378
156,67.72
178.54,85.563
151.8,64.735
195.9,103.6
148.05,58.395
153.46,61.113
207.15,87.842
173.42,79.118
160.89,73.677
131.28,47.368
156.14,70.204
179.01,82.05
139.48,60.001
198.33,102.46
132.35,50.276
140.07,62.724
179.54,79.687
168.52,78.357
164.73,74.214
138.14,49.04
161.34,74.051
182.57,83.799
150.95,61.702
196.92,98.214
140.22,49.284
145.84,58.01
204.65,87.955
170.16,73.467
164.65,77.595
136.95,51.809
158.6,67.879
182.33,87.478
149.45,67.025
189.48,95.85
135.14,54.743
141.96,63.749
187.93,84.096
168.91,77.251
157.33,66.467
138.01,56.92
155.37,67.19
184.58,94.082
157.17,68.867
192.98,95.983
146.04,56.05
152.84,60.633
202.25,83.388
173.62,80.214
163.22,77.397
139.71,58.763
159.23,70.279
180.2,86.02
134.78,58.737
193.12,98.942
133.62,52.111
137.99,61.871
187.15,86.311
169.57,78.735
160.72,69.176
137.91,50.832
153.79,67.9
183.03,84.622
151.5,59.796
191.62,94.93
149.03,54.841
147.44,57.901
199.91,81.082
175.11,76.484
160.91,73.638
132.66,50.359
157.26,70.005
182.12,91.433
145.52,64.872
192.39,96.114
132,49.583
138.55,58.4
182.62,81.798
166.59,77.192
156.54,65.936
142.34,56.319
155.1,67.415
178.54,87.87
152.22,66.834
189.67,97.463
141.19,50.764
155.36,62.326
204.2,87.042
169.71,72.962
161.23,76.722
137.03,52.589
155.17,71.592
182.29,83.208
137.94,58.718
189.17,93.354
135.92,53.716
136.75,56.697
180.49,82.219
170.01,77.375
161.73,70.623
137.3,48.919
158.02,71.253
182.6,85.128
154.74,66.806
196.4,97.023
146.53,55.803
146.31,56.712
207.76,88.215
174,77.761
158.17,71.317
135.76,49.938
160.1,69.371
178.01,83.154
143.22,60.793
188.6,94.964
133.98,53.587
142.57,64.362
190.97,87.137
172.18,80.518
157.16,66.299
130.9,49.81
162.81,74.635
179.36,88.867
152.46,64.158
199.56,102.57
140.08,50.085
148.8,56.592
202.6,83.739
174.85,81.444
163.32,77.501
131.99,51.041
161.41,72.457
180.66,86.482
141.89,65.85
191.9,97.724
131.29,49.785
138.88,62.756
185.59,84.747
171.98,81.139
163.02,71.476
136.94,49.865
154.28,68.389
189.79,91.382
156.1,64.393
189.29,92.598
144.9,50.713
155.12,65.571
202.19,83.364
173.59,74.968
157.45,70.182
133.01,50.71
155.29,68.039
179.25,88.561
140.27,59.615
195.33,99.055
137.7,55.292
138.06,57.913
185.32,84.491
169.96,80.556
158.61,68.005
142.4,56.379
152.01,64.327
181.38,90.706
148.48,63.099
189.4,97.189
144.58,54.157
156.52,63.488
203.75,86.59
176.31,79.568
155.18,70.669
138.41,53.97
151.62,68.043
179.87,80.79
135.66,56.438
195.43,99.608
140.86,58.659
143.8,63.747
184.36,86.09
169.41,76.775
158.76,67.652
139.43,51.045
154.54,67.773
190.46,92.987
150.75,62.812
195.74,96.363
140.45,49.721
150.04,60.438
201.4,81.856
173.81,77.569
162.9,76.053
140.46,54.644
161.39,71.193
180.77,84.847
147.27,65.825
194.78,96.691
129.41,47.552
137.79,58.583
181.44,81.359
165.47,75.053
154.93,63.228
132.3,51.143
156.45,68.72
184.68,93.697
152.7,62.075
193.65,95.562
142.18,53.499
149.83,57.561
205.01,86.464
171.19,79.941
152.43,67.207
134.02,55.199
155.71,68.667
178.62,83.223
136.88,58.471
197.14,101.89
134.73,54.052
135.14,59.801
188.71,86.207
166.33,73.716
162.75,67.597
140.96,53.601
155.02,67.92
189.65,92.194
156.22,66.557
195.78,97.733
146.24,56.844
151.59,62.201
198.4,81.093
173.47,79.09
163.84,76.332
139.61,55.624
156.39,70.511
174.3,81.87
145.65,65.392
191.34,98.858
134.8,53.127
144.9,66.875
186.18,84.75
164.66,73.673
159.4,72.072
139.03,51.008
152.54,65.91
179.15,88.843
148.67,61.91
192.21,103.08
143.85,54.368
147.88,54.858
211.22,87.531
171.34,75.565
154.29,70.287
134.83,50.789
150.35,66.224
181.08,83.795
139.78,60.281
192.83,94.566
139.71,57.15
146.11,66.375
178.18,79.325
169.06,78.554
159.57,67.239
143.54,54.348
157.64,68.785
183.73,83.968
152.87,65.267
197.06,100.28
147.89,55.497
145.92,59.579
199.86,83.247
173.94,77.231
163,76.513
137.65,54.588
160.75,70.972
176.23,82.908
142.39,58.508
193.48,100.66
133.11,53.635
141.41,62.381
185.04,81.43
167.25,77.562
155.21,64.784
131.47,51.865
160.73,75.059
186.09,95.694
152.57,64.314
194.04,97.713
144.7,52.985
152.48,61.417
206.93,89.165
169.82,76.286
157.26,74.156
135.5,55.55
160.83,70.374
183.08,88.211
136.02,60.941
188.85,94.669
127.14,45.359
137.09,58.677
181.68,81.123
171.68,80.017
156.11,66.022
141.75,53.349
162.31,77.042
186.47,88.966
153.74,61.245
189.77,94.451
146.68,53.218
155.08,64.806
205.57,88.408
176.8,75.673
161.52,72.238
141.64,57.469
155.83,67.322
176.43,84.082
142.65,61.76
191.16,96.184
135.56,51.995
137.15,57.004
189.36,88.19
165.08,75.961
160.45,68.674
137.54,50.663
159.21,68.863
175.34,84.495
145.39,61.63
196.89,107.91
140.26,49.248
152.25,56.766
203.48,86.78
169.6,73.772
157.99,73.565
139.64,55.152
154.07,73.011
186.45,85.19
137.31,57.538
191.94,94.862
134.5,51.048
142.88,63.036
178.76,78.814
164.87,71.213
160.58,68.451
136.48,49.443
153.3,66.656
184.07,86.434
150.13,62.64
198.33,99.014
142.6,56.569
146.46,59.254
198.91,81.972
174.54,77.95
160.52,70.909
133.91,48.041
163.5,71.21
181.69,85.727
139.11,58.283
194.79,100.21
131.95,51.415
138.34,58.2
181.94,77.978
174.44,81.549
161.4,70.012
136.28,54.913
153.04,65.003
177.99,90.843
150.13,62.601
191.69,93.948
144.78,53.669
148.67,56.199
201.98,84.062
174.3,80.404
153.13,68.811
132.01,49.188
154.73,68.321
182.89,87.029
138.65,64.733
189.57,94.964
135.92,55.776
142.09,67.379
181.93,82.237
173.99,81.633
161.24,67.226
137.49,49.015
160.55,73.619
185.82,86.655
152.06,59.138
198.71,101.53
142.23,46.111
151.97,62.794
206.95,89.557
177.35,77.872
160.32,74.732
135.05,52.487
157.2,70.184
182.1,92.072
141.6,61.425
192.37,94.77
134.45,51.322
139.12,58.653
182.69,80.64
169.72,79.351
158.95,69.155
137.64,50.327
159.38,72.134
178.97,86.814
150.16,63.877
194.37,98.839
140.75,47.511
150.03,56.18
199.31,81.878
167.14,71.926
162.73,76.987
133.63,50.274
157.41,73.341
182.89,82.662
137.37,56.397
193.47,96.884
136.87,53.214
137.65,57.19
186.54,89.026
174.07,79.045
158.68,68.038
142.93,54.776
152.98,68.815
188.48,94.15
152.07,64.69
199.22,99.016
140.59,51.277
156.01,65.273
204.85,84.454
176.71,80.605
166.03,76.017
140.91,51.912
155.23,67.351
175.18,80.336
139.4,56.342
195.38,100.08
133.62,51.192
140.81,62.132
183.81,82.722
173.01,80.615
157.1,67.807
137.14,56.041
153.08,66.59
181.29,89.267
149.53,61.946
192.4,96.567
141.92,54.592
147.66,58.403
201.96,81.369
173.99,82.415
162.22,74.057
133.46,51.295
161.6,74.452
182.96,87.893
140.64,65.279
195.32,102.06
134.53,53.767
140.58,62.718
188.41,88.568
171.56,80.987
159.91,65.001
136.06,51.437
158.78,73.118
186.03,87.855
148.8,59.058
197.82,102.24
144.87,52.246
149.46,59.675
203.27,83.715
171.44,78.48
163.69,76.654
134.78,50.426
159.36,72.499
181.93,90.702
141.95,59.536
192.63,100.12
130.46,50.476
143.33,66.77
180.49,78.139
173.78,82.437
158.78,67.874
135.48,52.407
153.3,64.085
183.95,92.36
153.15,68.476
197.15,105.38
142.77,54.481
148.4,54.571
207.35,88.546
171.36,78.509
160.9,72.431
132.81,48.939
158.44,72.503
185.05,89.332
144.96,64.414
194.54,101.6
133.98,54.097
142.22,65.12
182.66,83.704
169.18,78.868
157.47,68.896
144.52,55.401
154.02,66.162
181.11,82.012
155.38,65.626
196.89,98.162
144.14,54.973
152.45,64.651
206.38,89.747
180.03,82.655
162.44,76.279
135.76,52.204
164.85,72.523
176.49,80.818
143.3,60.104
185.01,90.959
132.06,52.321
140.97,65.952
183.35,79.059
167.41,75.816
154.46,63.637
133.38,51.918
160.02,73.715
180.97,92.483
156.22,67.394
197.03,99.149
146.01,57.892
144.75,54.499
199.75,79.68
173.34,77.377
161.69,73.217
139.36,58.084
151.5,63.049
177.5,82.297
137.12,62.298
193.52,99.65
132.18,50.699
140.51,66.228
179.26,79.47
169.02,81.518
160.36,69.408
134.76,48.203
159.45,73.392
189.48,91.373
151.42,58.434
192.59,93.539
141.73,47.231
152.04,64.714
198.32,80.553
178.36,82.19
157.37,68.483
132.45,50.255
159.56,72.825
180.85,88.884
141.82,61.75
197.46,101.54
135.72,52.133
