0.41948,1.7987,-1.6877
-0.72704,-2.5238,-2.184
-0.93369,3.2493,-1.1142
0.81944,3.3053,-2.4557
-0.023792,-2.3462,-1.5309
1.593,-1.7961,-2.2011
1.1864,-0.49823,-2.215
-1.213,1.9493,-2.3862
1.6649,0.58926,-2.9064
-0.94087,2.7466,-1.0848
0.73093,0.58804,-2.8043
1.6634,-1.4478,-2.6061
-0.38325,0.91831,-3.4683
0.35627,-0.11189,-2.7534
0.40177,0.77272,-2.5103
-0.86164,-1.7552,-1.596
0.48287,-2.5177,-2.38
-0.52901,-3.5759,-0.44907
1.2133,0.67526,-1.3816
-0.049562,0.91044,-3.3815
0.25848,-0.33342,-0.7608
0.40666,1.4843,-3.2801
0.43308,-1.9226,-1.6259
0.26885,-4.1347,-1.6302
-1.0371,-1.7928,-1.0681
-0.24179,-2.1584,-2.4304
0.27796,0.8282,-3.0298
0.52088,2.729,-2.566
2.1905,-2.5219,-2.0916
-0.33792,0.68034,-2.6916
0.92331,-3.1767,-2.1793
2.2065,0.59484,-4.2004
2.0676,0.26213,-1.9216
0.62651,-0.68192,-2.8908
1.5728,0.87139,-1.9422
2.3126,-0.26148,-3.2079
3.2186,0.27338,-2.2819
-0.16801,-0.21682,-1.5193
1.0251,-1.1387,-1.2307
0.023181,0.61663,-3.2563
1.1027,-0.2348,-2.7189
-1.4304,-2.3265,-1.5844
-1.6159,-1.1261,-2.4206
0.0507,-0.49379,-2.1201
-0.50276,-2.0345,-0.66393
-0.36218,0.73177,-2.4751
0.034285,-1.987,-2.3825
1.3821,-3.1519,-0.82919
-0.63832,1.4656,-3.1896
2.3698,1.7749,-3.2927
0.89076,-0.51954,-1.9608
-0.75128,4.1704,-0.55153
1.7597,0.60248,-3.5281
0.64263,-0.54558,-2.1628
-0.15274,0.62763,-0.9793
-0.094811,1.2637,0.063392
-0.16977,0.1187,-2.6066
0.88743,-2.9751,-2.1695
0.84555,-3.3592,-0.89896
0.3012,-1.7772,-2.2146
0.042582,1.9279,-1.6945
1.193,0.79584,-2.6308
1.8184,1.5245,-2.3835
0.2285,1.0346,-2.232
-0.45095,1.9468,-1.925
0.85928,1.0414,-2.2666
0.081648,-2.5513,-1.5235
1.0243,-1.2679,-2.0715
0.78457,-0.62092,-2.1864
0.14435,-0.84135,-2.4941
-0.98766,5.4243,-0.35667
-0.38288,-5.3503,-3.66
1.5829,1.4171,-2.0416
-0.27003,0.0089337,-1.335
0.38623,0.11047,-1.7553
1.143,-0.14725,-3.183
-0.29294,1.384,-2.2425
-1.1493,-0.1722,-2.9808
0.60001,1.0957,-0.22214
-0.35057,-0.33597,-0.23721
-1.3461,-3.7517,-2.1029
-0.118,-0.79669,-1.6502
1.2187,0.19607,-2.5883
0.15467,1.6738,-1.5162
0.68625,-2.7768,-2.6521
0.48147,-1.7751,-0.62611
1.9548,3.337,-2.2992
0.96228,-0.24931,-0.27051
1.0563,-0.21633,-0.20423
-0.20564,-0.51084,-1.3104
0.33699,0.38094,-1.9341
1.2085,-0.22088,-1.4671
0.27631,-2.136,-2.5273
0.33443,2.3834,-3.8486
0.49806,0.77273,-2.0332
-0.11575,-0.53397,-2.5295
-0.48769,-0.94535,-0.72772
0.97283,-0.31534,-1.9515
0.68522,-1.6315,-1.0244
-0.96198,-1.6067,-1.6159
0.63729,2.9672,-1.9409
0.72256,1.6503,-4.8684
-0.80075,-2.3165,-3.5754
1.4314,3.6431,-1.6349
1.0349,1.2272,-0.5785
0.55532,0.81561,-1.4568
1.1279,-2.5663,-1.2214
-0.99639,2.1907,-2.6658
-0.44469,0.19104,-1.8897
-0.17395,-3.2474,-1.9572
1.6904,1.8105,-1.6127
-0.97557,2.7245,-1.9935
1.4294,0.40532,-2.4674
0.11133,-2.2031,-4.3394
1.7177,0.6876,-4.9263
0.73733,-1.1742,-2.0143
0.34489,-1.5724,-3.2327
1.132,0.61046,-0.38583
-0.79523,-1.4334,-2.5985
1.4175,-1.5961,-2.1888
0.41894,1.232,-2.9047
1.2764,0.22734,-1.4618
0.73554,-1.0931,-2.2465
0.76461,1.9197,-2.5526
0.89547,-2.8008,-1.205
-0.70942,-1.5774,-0.49405
0.59186,-4.4082,-2.2593
-0.52924,-0.96771,-2.4533
0.82678,1.6776,-2.5938
1.5311,-2.3679,-0.34212
1.0721,0.58708,-3.0597
0.38402,-1.1929,-1.6873
-0.28954,1.7313,-2.7562
-0.79872,0.099788,-2.4443
0.68056,-2.4181,-0.4832
2.1801,1.6187,-4.2108
0.71946,1.1322,-0.76434
0.52988,-1.445,-2.1491
1.1719,0.91591,-3.5824
0.30474,0.81174,-1.2637
1.0891,0.79117,-0.16832
0.3386,0.58978,-1.8854
1.4359,-4.2084,-2.0524
0.23786,-0.4104,-2.826
-0.08726,2.3208,-2.4745
2.4259,1.14,-1.8377
-0.21343,2.6256,-0.49623
0.46341,4.0647,-2.2742
0.84044,0.31267,-0.93772
0.35164,-0.28023,-0.75677
0.55568,3.0247,-1.115
0.42293,0.62173,-2.0348
-1.8164,-1.3674,-0.77798
-0.009454,-0.16803,-4.0476
0.35084,0.1886,-2.4125
-0.23709,-1.8592,-2.7316
1.055,-0.19926,-1.7421
-1.0459,-2.0231,-2.2449
0.11667,0.40625,-2.8086
-0.10471,2.0138,0.65126
1.2776,0.80867,-1.3638
